Oklahoma State University
ECEN 3233, Fall 2021
Digital Logic Design
Simplified Digital Encryption Standard (DES)

(Key) (Plaintext) (K1) (K2) (sbox0_K0) (sbox1_K0) (sbox0_K1) (sbox1_K1) (Ciphertext)
0111010111 10000100 00111111 11101110 0010 0011 0010 0000 10001000
0010110000 01011100 00000101 01110000 0001 0000 0001 0011 00000101
1000001001 00100110 11000010 00001001 0011 0000 0010 0011 00111111
1110110111 10001000 10101111 11111111 0001 0001 0011 0010 11010011
1110100100 01101111 10001100 11010101 0010 0001 0001 0001 11111010
1011110110 11000011 10111101 11110011 0011 0011 0001 0011 11101001
1110010101 00011110 10001111 11101101 0001 0011 0001 0011 10011100
0110110000 10010010 00000101 01110100 0001 0011 0000 0001 11011111
0111110010 01101001 00110101 01110110 0001 0010 0000 0011 00000000
1101001100 10000110 11011000 10000101 0001 0000 0010 0000 00010011
1100001010 10101101 11100000 00000111 0011 0001 0001 0001 01111000
1001111011 11001001 11110011 00111011 0001 0011 0000 0001 00101011
0111000100 10111010 00011100 11000100 0001 0001 0010 0001 01111111
0011011000 10001010 01010101 01100000 0001 0000 0010 0000 00110010
0110010011 01000000 00100111 01101110 0000 0011 0011 0000 11011001
0011000001 00100101 00010110 01001000 0010 0000 0010 0011 10101011
0010010111 01011111 00101111 11101010 0011 0000 0011 0000 00100111
1110010110 11010011 10101101 11100111 0011 0011 0011 0001 00001001
0010000010 01100000 00100100 01000010 0000 0010 0001 0000 01010000
0001010100 00110001 00011001 10100000 0000 0000 0001 0010 00101100
0111010110 11111100 00111101 11100110 0010 0011 0010 0011 11010100
1111110101 01100011 10011111 11111101 0010 0001 0001 0001 11011011
1000101010 00100110 11100000 00010011 0010 0001 0000 0001 10001110
0101000001 11011011 00010010 00001100 0011 0000 0001 0001 10100000
0011110010 00010000 00110101 01110010 0000 0010 0010 0011 11101100
0111001000 00011110 01010100 01000100 0000 0000 0010 0001 01100101
0000010100 01000000 00001001 10100000 0001 0010 0001 0010 01101000
1001111111 10011100 11111011 10111011 0010 0000 0011 0000 10100001
0110011000 11110010 01000101 01100100 0000 0011 0000 0011 11110111
1110011111 10101001 11101111 11101111 0011 0000 0001 0000 01111100
0000101110 00000001 01101000 10010010 0011 0000 0001 0010 01110110
1011011000 10001101 11010101 01100001 0011 0010 0011 0001 11111001
0111100110 10010100 00111100 11010110 0000 0000 0000 0001 01000111
0000010111 01011111 00101011 10101010 0011 0010 0011 0010 00001111
0110000100 11100110 00001100 11000100 0000 0000 0010 0001 00011111
1001011010 10111101 11110001 00100011 0000 0001 0001 0001 00101010
1011111001 01011000 11010111 01111001 0000 0001 0011 0000 10110001
1001001110 00001010 11111000 10000011 0010 0000 0001 0010 11000010
0000101101 00011111 01001010 10011000 0001 0001 0011 0010 00010100
1100110001 01011101 10000011 00111101 0010 0000 0011 0011 10010011
1010111100 10100111 11001101 11110001 0010 0011 0010 0010 00100100
0101101101 01011110 01011010 10011100 0000 0000 0010 0001 01110101
1100110001 00111111 10000011 00111101 0000 0001 0000 0010 11001100
1010101010 01101000 11100100 01010011 0010 0000 0000 0010 00011010
1010011100 00010011 11001101 11100001 0000 0011 0011 0000 00001101
0100011100 00010100 01001001 10100100 0001 0011 0010 0010 11111000
1001100110 01010111 10111000 10010011 0001 0000 0001 0001 10000001
1000010001 00001001 10000011 00101001 0001 0011 0001 0010 01011101
0110101010 11111000 01100100 01010110 0010 0010 0011 0011 10010100
0110110110 01001101 00101101 11110110 0011 0010 0011 0011 11001011
0111011001 00001001 01010111 01101100 0010 0001 0001 0011 01000011
1100101000 01011110 11000000 00010101 0011 0011 0000 0000 11101010
0110011101 10000100 01001111 11101100 0011 0011 0001 0010 01111000
1100100110 11011110 10101000 10010111 0000 0011 0011 0000 00111010
1110101001 00100001 11000110 01011101 0011 0000 0000 0000 00011110
0100100001 00010110 00000010 00011100 0001 0010 0010 0010 01111001
0101001011 00000110 01110010 00001110 0010 0000 0010 0010 00100011
0010110011 01110110 00100111 01111010 0011 0010 0011 0000 00000011
0100010000 01001101 00000001 00100100 0010 0000 0001 0011 01010011
0101101100 00101001 01011000 10010100 0010 0010 0011 0011 11000010
0001011110 00100101 01111001 10100010 0001 0010 0001 0001 01010001
1001000010 10100101 10110000 00000011 0011 0011 0011 0001 11010000
1100001101 01011101 11001010 10001101 0001 0011 0011 0010 10001100
1011111100 00001110 11011101 11110001 0011 0001 0010 0001 00110110
1101101100 01011011 11011000 10010101 0000 0011 0011 0011 00011001
0100101100 10010010 01001000 10010100 0000 0001 0010 0000 01000011
1011111011 01110001 11110111 01111011 0011 0000 0011 0000 10001110
1101010100 11011101 10011001 10100101 0011 0010 0011 0010 10001101
0100011001 11010010 01000011 00101100 0000 0000 0011 0011 00110110
1101100110 10001000 10111000 10010111 0010 0001 0001 0011 01000101
1110010011 11100010 10100111 01101111 0000 0001 0011 0000 01011011
1001000011 01001110 10110010 00001011 0000 0010 0000 0011 10011101
0001100000 00000110 00010000 00010000 0011 0001 0011 0000 01010010
1101101000 10000110 11010000 00010101 0001 0001 0011 0011 01110110
1011010010 10101010 10110101 01100011 0000 0000 0010 0001 00101110
0000100000 11011000 00000000 00010000 0001 0001 0001 0000 00100011
1000001101 01010100 11001010 10001001 0000 0001 0001 0011 00110100
1000110010 11001101 10100001 00110011 0011 0000 0011 0001 11100001
0110101000 01001101 01000100 01010100 0000 0011 0001 0010 01011100
1000111110 00001010 11101001 10110011 0000 0011 0000 0011 10001101
1100100100 10101011 10001000 10010101 0010 0011 0001 0000 11100101
1011010011 10010001 10110111 01101011 0011 0000 0000 0000 01010100
1010101001 11010110 11000110 01011001 0001 0001 0011 0001 00000110
1001010000 11001111 10010001 00100001 0000 0011 0010 0011 00011010
1111101111 00001110 11111110 11011111 0010 0011 0011 0010 01001010
1111100101 01000010 10011110 11011101 0011 0001 0000 0011 10100111
0110010011 11000100 00100111 01101110 0000 0011 0001 0010 01111010
1111001000 10001001 11010100 01000101 0011 0011 0010 0011 10011001
1110011110 10011001 11101101 11100111 0011 0000 0010 0011 11010000
1110110101 00100101 10001111 11111101 0010 0011 0000 0011 00100010
1000001011 00010010 11100010 00001011 0000 0010 0011 0011 00101100
0101110011 11000011 00110011 00111110 0011 0010 0000 0000 10001100
1001111010 11101001 11110001 00110011 0001 0000 0010 0001 10101010
1101001001 10111010 11010010 00001101 0001 0001 0010 0001 01111111
0011011101 10000010 01011111 11101000 0011 0000 0010 0010 00110000
1000001100 11001100 11001000 10000001 0011 0001 0000 0010 00000000
0100101001 10100011 01000010 00011100 0011 0011 0000 0001 10010001
1011010010 00000000 10110101 01100011 0001 0001 0001 0000 01010001
1111011111 10011001 11111111 11101111 0000 0001 0011 0001 10100011
0000010010 10110101 00100001 00100010 0011 0011 0010 0000 11010100
0111011000 11011011 01010101 01100100 0010 0000 0000 0001 11110000
1111010001 10101010 10010111 01101101 0001 0010 0010 0000 00110010
0110011110 01110100 01101101 11100110 0000 0001 0001 0000 00011000
1111011101 00001010 11011111 11101101 0011 0010 0010 0000 00111010
0011001110 10111100 01111100 11000010 0000 0010 0010 0011 11000111
0111110000 00111101 00010101 01110100 0010 0011 0010 0011 11000010
1100101110 10110011 11101000 10010111 0001 0000 0011 0000 00011110
1011001001 00011100 11010110 01001001 0000 0000 0010 0010 11000001
0010101010 10101010 01100100 01010010 0010 0001 0010 0000 00101001
1101101110 01110001 11111000 10010111 0011 0010 0011 0001 10000010
1111001011 01000101 11110110 01001111 0011 0000 0011 0001 11000011
1100100100 11000101 10001000 10010101 0010 0000 0010 0001 10010001
1101001001 10010101 11010010 00001101 0001 0001 0001 0000 00010110
0100001010 01100100 01100000 00000110 0010 0000 0010 0010 10111011
1100110110 11000111 10101001 10110111 0001 0000 0011 0000 01000111
1011000011 10010001 10110110 01001011 0011 0011 0010 0011 11111001
1101110000 11000010 10010001 00110101 0011 0000 0010 0001 00000100
1101100110 11001000 10111000 10010111 0010 0001 0010 0000 10110001
0101111111 10000101 01111011 10111110 0001 0000 0001 0001 01010011
0100101011 01100101 01100010 00011110 0011 0000 0010 0000 10001111
0001000111 10110110 00111010 10001010 0010 0010 0010 0001 01000101
0100101101 11001010 01001010 10011100 0011 0001 0001 0010 11000001
0001100010 11011000 00110000 00010010 0010 0001 0000 0001 01110101
1010110010 00101001 10100101 01110011 0011 0010 0001 0000 01110110
1100011100 00111110 11001001 10100101 0011 0000 0001 0000 10111011
0110100101 01100110 00001110 11011100 0000 0001 0000 0010 10111000
0001000000 11100000 00010000 00000000 0011 0000 0011 0010 11101000
1101001111 10001001 11111010 10001111 0001 0011 0000 0000 00111111
0011111111 11001100 01111111 11111010 0010 0001 0001 0001 01110100
1011001111 10110000 11111110 11001011 0001 0011 0000 0000 01010011
0010100100 11111111 00001100 11010000 0010 0000 0010 0000 01111101
1001101110 01100010 11111000 10010011 0000 0000 0001 0011 11111100
0110001010 10000000 01100100 01000110 0010 0010 0001 0001 01001100
0011011111 11011010 01111111 11101010 0010 0011 0011 0011 00011101
1001000111 10010001 10111010 10001011 0011 0000 0001 0000 00010100
0011010011 10010111 00110111 01101010 0011 0001 0000 0001 11010000
0101111010 00110110 01110001 00110110 0001 0001 0010 0000 01011000
1010010101 11111011 10001111 11101001 0000 0000 0010 0000 01111110
1010110000 10101100 10000101 01110001 0011 0010 0011 0011 11010101
1001011010 10110001 11110001 00100011 0011 0011 0011 0000 10010101
1110101100 11111010 11001100 11010101 0011 0001 0011 0010 00001001
1011100111 00011000 10111110 11011011 0011 0001 0010 0000 11110011
1111010110 01110010 10111101 11100111 0000 0000 0001 0001 10011100
1101100010 00100010 10110000 00010111 0010 0001 0010 0010 00101011
0011010001 11111100 00010111 01101000 0011 0001 0000 0001 01101100
0001011100 01111110 01011001 10100000 0000 0000 0011 0000 00111001
0010100011 10111011 00100110 01011010 0011 0010 0011 0001 00110000
0010110110 00001101 00101101 11110010 0011 0010 0001 0000 01111111
1000100101 11111011 10001010 10011001 0000 0001 0010 0011 01011011
0110101111 01010101 01101110 11011110 0001 0011 0001 0000 00001100
0110010011 01100110 00100111 01101110 0010 0001 0001 0010 11111010
0011111001 00110101 01010111 01111000 0010 0000 0001 0011 00101011
0110011100 10111101 01001101 11100100 0010 0000 0011 0011 10001001
0101111101 00100010 01011011 10111100 0011 0010 0000 0011 10110110
1110011010 10101001 11100101 01100111 0011 0010 0000 0011 00010000
1111111111 00000100 11111111 11111111 0010 0011 0010 0010 10101010
1000011100 10101010 11001001 10100001 0001 0011 0011 0000 01110011
0000111011 00011011 01100011 00111010 0011 0001 0011 0010 00010111
0111110101 00000110 00011111 11111100 0011 0000 0011 0011 01110111
1011001001 10110000 11010110 01001001 0011 0011 0000 0000 01010001
0011010100 01001000 00011101 11100000 0001 0010 0010 0010 10001000
0000010011 01100110 00100011 00101010 0010 0010 0001 0010 11110011
1010110111 01111111 10101111 11111011 0001 0000 0001 0011 10001001
1010001011 00110101 11100110 01001011 0000 0011 0011 0001 10000000
0100001000 01111011 01000000 00000100 0001 0011 0000 0001 11100001
1000000010 10101011 10100000 00000011 0011 0000 0001 0011 11011000
0011000100 10101111 00011100 11000000 0010 0001 0011 0010 01001100
0111001011 00100000 01110110 01001110 0000 0011 0010 0011 10100101
1001111101 11100001 11011011 10111001 0010 0000 0011 0001 11011000
1001001001 00001101 11010010 00001001 0011 0000 0011 0001 11110011
0100011100 00101011 01001001 10100100 0010 0011 0001 0000 11100111
0001101111 00111110 01111010 10011010 0010 0000 0000 0010 11001011
1100111101 11001101 11001011 10111101 0010 0011 0011 0011 11011000
0000011000 00110001 01000001 00100000 0000 0011 0001 0011 00100001
0010110011 01111000 00100111 01111010 0000 0001 0001 0011 00011101
1010010001 11011010 10000111 01101001 0001 0000 0011 0001 00100110
0001001010 01100110 01110000 00000010 0010 0001 0011 0001 01011110
0101111001 11110000 01010011 00111100 0011 0001 0001 0000 00001001
1101100001 01110001 10010010 00011101 0010 0001 0011 0001 10011011
0111101110 01111110 01111100 11010110 0010 0001 0001 0010 10011010
0111111010 10000111 01110101 01110110 0011 0011 0000 0000 10011100
0001111101 01000111 01011011 10111000 0010 0010 0011 0011 01111011
0000010011 10100111 00100011 00101010 0000 0010 0000 0000 10000111
1100010000 01000101 10000001 00100101 0010 0010 0011 0000 11011111
1110000010 11100101 10100100 01000111 0000 0001 0011 0000 11011110
1000001011 00111100 11100010 00001011 0001 0011 0011 0000 10110000
1000001000 10100110 11000000 00000001 0011 0001 0001 0010 11111000
0110000010 00110001 00100100 01000110 0011 0000 0011 0010 10111110
1011000000 11000101 10010100 01000001 0001 0001 0001 0000 01000110
0100000111 11010100 00101010 10001110 0010 0001 0001 0011 00110100
1010100101 10011000 10001110 11011001 0011 0001 0001 0000 00110001
0111110110 10000010 00111101 11110110 0001 0011 0001 0010 11111011
0001110100 01001001 00011001 10110000 0000 0001 0011 0010 11010101
0111111110 10101001 01111101 11110110 0011 0010 0001 0011 01010000
1101101101 11010001 11011010 10011101 0001 0000 0011 0011 10100010
0110101011 11000011 01100110 01011110 0001 0001 0010 0010 00100111
1010101101 00001010 11001110 11011001 0001 0011 0010 0010 00011001
0000111111 01001001 01101011 10111010 0001 0011 0000 0011 00001001
1110001111 01001111 11101110 11001111 0001 0000 0011 0011 01000001
0000111001 11110100 01000011 00111000 0001 0001 0010 0000 11001010
1010111000 00101000 11000101 01110001 0011 0010 0001 0001 01110110
0011101100 01100111 01011100 11010000 0010 0011 0011 0000 01010110
0011000111 00000001 00111110 11001010 0011 0011 0010 0001 10011011
1110100010 01111001 10100100 01010111 0011 0010 0011 0001 10100010
0110101101 01111101 01001110 11011100 0010 0000 0000 0000 01111111
1110001101 10111111 11001110 11001101 0010 0010 0011 0001 00100001
1110000001 00001110 10000110 01001101 0011 0000 0010 0011 00010111
1001111100 01010001 11011001 10110001 0001 0000 0001 0010 00100100
1001111000 11101110 11010001 00110001 0011 0011 0010 0010 00000000
0110000110 11001010 00101100 11000110 0001 0000 0011 0010 01000010
1010100110 11010111 10101100 11010011 0011 0011 0001 0011 10101000
0100100000 10101101 00000000 00010100 0010 0001 0001 0000 01101100
1000111100 00011101 11001001 10110001 0001 0010 0001 0001 00111001
1100110000 10000001 10000001 00110101 0010 0010 0000 0010 00101100
1111110111 10101101 10111111 11111111 0000 0000 0011 0010 11001111
0011110111 00111010 00111111 11111010 0011 0011 0011 0010 00010011
0000011001 11100001 01000011 00101000 0010 0001 0001 0001 01011001
0101010100 11110100 00011001 10100100 0001 0011 0000 0011 01100110
1010000110 10011101 10101100 11000011 0011 0010 0001 0000 00111101
0001001101 01001000 01011010 10001000 0011 0000 0001 0000 01100010
1101111001 00000100 11010011 00111101 0011 0000 0011 0011 11110111
0101001111 11111010 01111010 10001110 0010 0000 0011 0001 00111100
0110110111 10010011 00101111 11111110 0001 0010 0000 0010 11111110
0110000001 10001000 00000110 01001100 0011 0001 0000 0001 00110101
0001110100 10110110 00011001 10110000 0011 0000 0001 0000 10011001
0010110000 00001010 00000101 01110000 0011 0000 0001 0000 11110010
1111110100 01110111 10011101 11110101 0000 0011 0001 0010 10110100
1000001000 01000101 11000000 00000001 0011 0011 0011 0011 11101010
0001011010 00001111 01110001 00100010 0001 0011 0000 0011 10011000
1010001101 00100011 11001110 11001001 0010 0010 0011 0001 01000010
0101111110 10001011 01111001 10110110 0001 0011 0011 0010 01011111
0001010111 11001011 00111011 10101010 0000 0001 0011 0010 01010111
0011101111 10111011 01111110 11011010 0000 0010 0001 0011 10000010
0111010110 10111000 00111101 11100110 0010 0011 0001 0000 00100001
0011000000 01110011 00010100 01000000 0010 0011 0010 0001 01010011
1110100011 01010001 10100110 01011111 0001 0011 0010 0000 11001101
1110111111 10011100 11101111 11111111 0001 0000 0011 0010 10010011
1110001011 11011000 11100110 01001111 0001 0000 0001 0000 00100010
1011100010 11011001 10110100 01010011 0001 0010 0001 0001 00101010
0101011100 10100100 01011001 10100100 0001 0010 0011 0011 11110111
1110110101 11010101 10001111 11111101 0011 0011 0011 0010 10101100
1011101100 00000000 11011100 11010001 0011 0001 0010 0000 10010011
0011010101 10001010 00011111 11101000 0000 0010 0000 0000 10101010
1001000100 11100111 10011000 10000001 0010 0001 0011 0010 01111100
1000011110 00011110 11101001 10100011 0010 0000 0001 0010 10000011
1110110110 10111001 10101101 11110111 0011 0000 0010 0001 11111000
1001110101 00111011 10011011 10111001 0010 0010 0010 0001 01100010
0001011010 11111100 01110001 00100010 0000 0010 0001 0010 00010011
0101010111 10111110 00111011 10101110 0011 0001 0010 0001 01111100
1111101010 10100100 11110100 01010111 0010 0010 0000 0011 00100101
1100101000 11100100 11000000 00010101 0001 0000 0010 0001 10001111
1011110101 01101010 10011111 11111001 0001 0010 0010 0010 00000000
1010100101 11000010 10001110 11011001 0001 0001 0000 0000 10000011
1011000100 01111110 10011100 11000001 0011 0001 0001 0011 10001110
0100100001 11001100 00000010 00011100 0011 0011 0001 0011 01001100
1111111101 01000111 11011111 11111101 0000 0001 0001 0001 11010000
1000001110 01011100 11101000 10000011 0001 0000 0010 0001 11100101
1001001011 10101010 11110010 00001011 0010 0010 0001 0001 11100100
1001000100 11011110 10011000 10000001 0011 0011 0011 0001 00101100
1110101111 00101011 11101110 11011111 0001 0000 0000 0000 10111100
1001110110 01101000 10111001 10110011 0010 0000 0010 0010 10011010
1101000111 11011000 10111010 10001111 0011 0011 0001 0000 00101001
1111010000 11100111 10010101 01100101 0010 0011 0000 0010 10110100
0000011110 01000101 01101001 10100010 0011 0010 0011 0001 11001011
0111110001 00010001 00010111 01111100 0000 0000 0000 0001 01000000
0101011011 11000010 01110011 00101110 0010 0010 0000 0001 10011100
0000000101 10101100 00001010 10001000 0011 0000 0010 0001 10111101
1001010101 01011000 10011011 10101001 0001 0000 0010 0010 11000000
0111011111 10100011 01111111 11101110 0011 0001 0011 0000 01011101
0110111100 01011110 01001101 11110100 0011 0000 0001 0000 10100011
1101010011 10001100 10110011 00101111 0010 0011 0010 0001 10101100
0100001110 11111001 01101000 10000110 0011 0001 0001 0000 00101101
0001010110 01010011 00111001 10100010 0011 0001 0001 0011 10100011
1100011011 10001111 11100011 00101111 0001 0000 0001 0010 11010111
0011111000 10100011 01010101 01110000 0010 0011 0001 0011 11100001
1111110000 00111000 10010101 01110101 0001 0000 0000 0000 01111000
0000111100 10001100 01001001 10110000 0001 0000 0001 0001 01110111
0001101111 00000111 01111010 10011010 0011 0000 0000 0010 10110111
0110011001 11011100 01000111 01101100 0011 0001 0010 0001 11100100
1001111110 11010011 11111001 10110011 0011 0001 0011 0001 00000001
1110101010 00001100 11100100 01010111 0010 0000 0010 0000 10100011
1010000111 00011010 10101110 11001011 0000 0010 0011 0011 00001100
0011100100 01101111 00011100 11010000 0010 0001 0001 0011 11011010
1100101110 01000110 11101000 10010111 0010 0000 0000 0001 10010111
0001010011 10001111 00110011 00101010 0000 0000 0000 0000 10100111
0110101110 00110101 01101100 11010110 0001 0001 0000 0000 01011100
1000110111 10101110 10101011 10111011 0010 0000 0000 0011 10001101
0110100000 00101100 00000100 01010100 0011 0000 0010 0001 10111111
0000000110 01100111 00101000 10000010 0000 0001 0011 0011 01111000
0100111111 11111100 01101011 10111110 0010 0000 0001 0000 00111001
1100010001 11001001 10000011 00101101 0001 0011 0011 0000 11101111
1001010111 11111110 10111011 10101011 0010 0001 0010 0000 01111000
1111101111 10001010 11111110 11011111 0010 0011 0011 0000 01101001
1010001111 01101010 11101110 11001011 0000 0011 0010 0001 00110101
0101000000 01100000 00010000 00000100 0011 0000 0011 0001 11001110
1100111111 10101000 11101011 10111111 0010 0011 0011 0011 11000101
1110110101 00101000 10001111 11111101 0011 0001 0001 0001 01111111
1101011001 11101101 11010011 00101101 0011 0011 0000 0000 00100100
0110110110 01111011 00101101 11110110 0011 0001 0011 0011 00001011
0111100001 01101101 00010110 01011100 0000 0000 0000 0010 00011101
1001101011 11011100 11110010 00011011 0010 0011 0011 0000 10111000
0111010000 00000010 00010101 01100100 0011 0011 0011 0001 01011111
0001110100 01001001 00011001 10110000 0000 0001 0011 0010 11010101
1101010000 00010011 10010001 00100101 0000 0000 0000 0001 11000000
1000000101 10110000 10001010 10001001 0001 0001 0000 0011 01111111
0101010101 11100001 00011011 10101100 0010 0000 0010 0010 10111100
0100101001 10111001 01000010 00011100 0010 0011 0010 0010 11000101
0110110101 11100110 00001111 11111100 0000 0000 0001 0000 11011011
1100010101 01001000 10001011 10101101 0011 0011 0011 0000 11101011
1100011001 10101101 11000011 00101101 0010 0011 0000 0000 00100100
1111010010 10010000 10110101 01100111 0010 0010 0000 0000 01001000
0010111101 11000111 01001111 11111000 0011 0001 0010 0011 00100000
0110011011 00111100 01100111 01101110 0010 0001 0010 0011 11001110
0100010000 11001111 00000001 00100100 0001 0011 0001 0001 11101010
0001001100 00100011 01011000 10000000 0010 0001 0010 0000 00001111
0001100000 01100011 00010000 00010000 0001 0000 0001 0010 11101100
0100000000 10111011 00000000 00000100 0010 0011 0000 0001 11100001
0000010100 01111010 00001001 10100000 0011 0000 0010 0011 01001110
1101111110 00111100 11111001 10110111 0010 0001 0000 0010 01001010
0011111011 11000011 01110111 01111010 0011 0000 0000 0000 10000100
0010001010 00001110 01100100 01000010 0010 0001 0001 0000 11100010
1110010101 11001011 10001111 11101101 0010 0010 0001 0011 11011000
0010111100 11110111 01001101 11110000 0010 0011 0001 0010 10110100
0000111110 01101110 01101001 10110010 0010 0011 0000 0010 10010010
1100111001 01011101 11000011 00111101 0001 0000 0011 0001 10100001
0110111001 10100100 01000111 01111100 0011 0011 0010 0000 10010000
1000010101 10111010 10001011 10101001 0001 0001 0001 0011 10011111
0000011100 11101010 01001001 10100000 0011 0011 0000 0011 10000101
0101111100 10001111 01011001 10110100 0011 0011 0011 0010 01011100
1010111111 00011111 11101111 11111011 0011 0000 0011 0000 00110111
1001000000 01000101 10010000 00000001 0001 0011 0011 0001 11001000
1111010011 10100010 10110111 01101111 0010 0001 0001 0000 11001001
0011110001 10001011 00010111 01111000 0010 0010 0010 0001 00101000
0100110000 01111110 00000001 00110100 0011 0011 0001 0011 10000110
1101100010 01000010 10110000 00010111 0010 0001 0010 0001 00010111
1011110011 00100010 10110111 01111011 0010 0001 0001 0001 11001111
1000101011 10010011 11100010 00011011 0001 0010 0001 0001 10011010
1001111011 01110111 11110011 00111011 0011 0011 0001 0010 10100110
1000001001 00101100 11000010 00001001 0011 0011 0001 0000 01110010
1101110000 00101000 10010001 00110101 0000 0001 0001 0010 01001001
1010010011 10001001 10100111 01101011 0011 0001 0001 0001 01110001
0010111001 00101100 01000111 01111000 0001 0000 0001 0001 01111101
0010000100 11000010 00001100 11000000 0000 0000 0001 0000 11010010
0111111111 01000111 01111111 11111110 0011 0001 0000 0001 10000010
0001101100 01000111 01011000 10010000 0010 0001 0001 0000 11010110
1010011111 01011010 11101111 11101011 0010 0011 0011 0010 00011011
1100111001 01110100 11000011 00111101 0000 0001 0010 0011 11111100
1101000001 10101011 10010010 00001101 0000 0001 0001 0000 11101111
0101011010 00011011 01110001 00100110 0000 0000 0000 0011 11000000
0111101001 00000101 01010110 01011100 0000 0000 0000 0010 00100101
1101111011 01001010 11110011 00111111 0010 0001 0011 0010 01010011
0010110011 00100011 00100111 01111010 0000 0000 0010 0000 00001100
0000010010 10001011 00100001 00100010 0011 0011 0001 0011 11011001
1100110100 10000100 10001001 10110101 0000 0010 0001 0001 01001111
1101000010 00001100 10110000 00000111 0010 0010 0001 0010 01001011
0111111010 10110100 01110101 01110110 0010 0010 0001 0000 00000001
0001010010 01011011 00110001 00100010 0001 0000 0000 0001 11100000
1110110100 11001011 10001101 11110101 0010 0000 0001 0010 11010100
0100110100 00001111 00001001 10110100 0001 0011 0011 0010 01011100
0111000010 11100111 00110100 01000110 0011 0000 0000 0000 10001101
0011110011 10100100 00110111 01111010 0010 0011 0000 0000 00000000
1000010110 11001110 10101001 10100011 0010 0011 0010 0011 00011100
0110010101 01000001 00001111 11101100 0000 0011 0011 0010 11111101
0100110101 01101010 00001011 10111100 0011 0000 0000 0000 10101010
1001101111 01011111 11111010 10011011 0001 0001 0011 0001 00100000
1110100001 00010000 10000110 01011101 0001 0011 0000 0000 01011001
1000000001 10010001 10000010 00001001 0011 0001 0010 0000 11010101
1000011100 11010010 11001001 10100001 0001 0000 0000 0000 11000010
0101001010 10010100 01110000 00000110 0010 0010 0010 0000 11001001
0111001110 11000111 01111100 11000110 0011 0011 0011 0001 01001000
1100101111 10101100 11101010 10011111 0010 0000 0010 0000 10101001
0110101010 00011110 01100100 01010110 0001 0000 0010 0011 01010101
1010001010 10011101 11100100 01000011 0011 0010 0010 0000 11111101
1010000011 10001001 10100110 01001011 0011 0000 0001 0000 01110100
0110011000 01110011 01000101 01100100 0010 0000 0001 0000 10011110
0100110100 00000010 00001001 10110100 0000 0001 0011 0001 01000101
0110111010 10010010 01100101 01110110 0010 0011 0011 0000 00001001
1010001101 00100110 11001110 11001001 0011 0001 0011 0000 01011010
1101111110 00110111 11111001 10110111 0011 0001 0010 0000 01011110
1001110001 00110011 10010011 00111001 0000 0011 0011 0010 00100101
1100000000 00011111 10000000 00000101 0000 0011 0011 0010 00001100
1000101101 00001101 11001010 10011001 0010 0011 0001 0011 01001010
0010000110 00000011 00101100 11000010 0000 0011 0010 0000 00001101
1000111000 10100100 11000001 00110001 0001 0010 0011 0000 11010011
0101000001 01001101 00010010 00001100 0000 0000 0010 0001 10110001
1100101100 10110011 11001000 10010101 0000 0000 0001 0000 10001110
0100101101 10110101 01001010 10011100 0000 0000 0000 0001 01001011
1101011011 00101010 11110011 00101111 0010 0001 0011 0010 01001011
1111000011 11100101 10110110 01001111 0011 0000 0000 0000 00001101
1001110100 10001010 10011001 10110001 0001 0011 0011 0000 01111011
1000101111 10100001 11101010 10011011 0001 0001 0010 0010 10111111
1011011111 11101101 11111111 11101011 0001 0000 0001 0001 01101011
0001010001 00010111 00010011 00101000 0010 0011 0001 0000 10001110
0100001001 01010111 01000010 00001100 0010 0010 0010 0000 01011111
1001010111 11101010 10111011 10101011 0000 0000 0000 0001 10111110
1110100000 11111101 10000100 01010101 0010 0010 0010 0001 11110001
1010010110 00010111 10101101 11100011 0011 0011 0010 0010 01111110
0011101100 00111110 01011100 11010000 0000 0001 0001 0010 10001000
1101010001 01100000 10010011 00101101 0011 0000 0001 0001 01001110
0101111000 10100000 01010001 00110100 0001 0010 0010 0011 10110110
1101011111 00010110 11111011 10101111 0010 0011 0010 0010 01101010
1010111110 01100111 11101101 11110011 0011 0011 0000 0010 10100110
0010010111 11111111 00101111 11101010 0011 0000 0011 0011 00001001
1011101110 00001110 11111100 11010011 0010 0000 0000 0010 10000011
1000110110 11100010 10101001 10110011 0000 0001 0011 0001 01011111
1111000100 11100001 10011100 11000101 0001 0010 0011 0011 11100010
1000010000 10100111 10000001 00100001 0000 0001 0001 0011 11101010
0011001001 00010001 01010110 01001000 0010 0011 0010 0011 11101011
1000100000 00001101 10000000 00010001 0001 0001 0001 0000 01110100
1001111101 01100111 11011011 10111001 0000 0010 0011 0000 01010101
1010011001 10111100 11000111 01101001 0011 0001 0010 0001 11111100
0000001110 01000010 01101000 10000010 0011 0000 0001 0000 11000010
1001000011 00010011 10110010 00001011 0001 0010 0001 0000 10011100
0100011111 10100001 01101011 10101110 0011 0000 0010 0001 10011000
0110011011 10100111 01100111 01101110 0001 0000 0011 0010 01111111
0110000001 11001100 00000110 01001100 0011 0001 0011 0001 11100100
0111001000 01101100 01010100 01000100 0011 0000 0010 0000 10101011
0111111111 11001111 01111111 11111110 0001 0010 0011 0000 01101111
0110001010 00010001 01100100 01000110 0001 0000 0001 0011 00110000
0100111111 00011111 01101011 10111110 0011 0010 0011 0010 00011111
